B-LS-PT 008,1,1,"kennen die grundlegenden Begriffe im Bereich der industriellen Entwicklung von Pharma- und Medizinprodukten (wie z.B. Ausgangsprodukte, Zwischenprodukten, Endprodukte, aktive Wirkstoffe, Hilfsstoffe, Qualitätssicherung, Analytik, Qualifizierung, Validierung, gesetzliche Rahmenbedingungen…)"
B-LS-PT 008,2,2,"verstehen die verschiedenen Entwicklungsphasen von Pharma- und Medizinprodukten mit ihren Hauptaufgaben (wie z.B. Drug Discovery, präklinische und klinische Entwicklung...)"
B-LS-MI 006,1,1,kennen die wesentlichen Elemente einer formalen Sprache
B-LS-MI 006,4,3,sind mit der lösungsorientierten Denkweise in der Programmierung vertraut und können diese anwenden
B-LS-BZ 011,1,1,"kennen mehrere mögliche Anwendungen von Säugerzellkulturen (wie z.B pharmakologische und toxikologische Fragestellungen, Modellierung von Krankheiten, Produktion von rekombinanten Proteinen, Zelltherapie)"
B-LS-MI 006,2,2,erkennen die Programmierung als Mittel zur Lösung repetitiver und/oder komplexer Aufgaben und sind sich des zunehmenden Stellenwerts der Programmierung im täglichen Umfeld bewusst
B-LS-MI 006,3,2,können algorithmisch denken
B-LS-MI 002,1,3,"sind in der Lage, einfachere Probleme aus dem Umfeld der Life Sciences als Algorithmen zu formulieren und diese in einer Scriptsprache zu programmieren. Sie strukturieren dabei ihren Code übersichtlich und wartbar und sind in der Lage, die Funktion von gegebenem Code ohne Hilfsmittel mit eigenen Worten zu erklären."
B-LS-MI 006,5,3,"sind in der Lage, eigene kleine bis mittelgrosse Programme aus dem Bereich der Life Sciences zu konzipieren, in der Sprache Java fehlerfrei zu implementieren und geeignet zu dokumentieren"
B-LS-BZ 034,4,3,"können die Praktikumsversuche (wie z.B. Proteingelelektrophorese, ELISA) fachgerecht durchführen, auswerten und die Experimente in Berichten verständlich schriftlich darlegen,"
B-LS-BZ 011,2,3,"können selbständig und unter Gewährleistung der Sterilität Zellen nach verschiedenen Methoden kultivieren (u.a. Zellen aussähen, splitten und unterhalten) und Zelllinien aufrechterhalten"
B-LS-BZ 011,3,3,"können Parameter (wie z.B. Viabilität, Zellwachstum, Proliferation, Zelltod, morphologische Veränderungen, Zelldichte, etc.) bestimmen und die Daten darstellen"
B-LS-MT 011,4,3,können aus erfassten physikalischen Grössen in weitere Grössen ableiten
B-LS-MI 001,3,3,"können ohne Hilfsmittel Zahlen verschiedener Zahlensysteme ineinander konventieren und erklären, wie Werte und Daten in Computersystemen repräsentiert werden."
B-LS-MT 007,3,3,"können Polymere in Thermoplaste, Duroplaste und Elastomere unterscheiden und somit eine Auswahl für Anwendungen (wie z.B. Verpackungen, Implantate oder chirurgischen Instrumente ) treffen."
B-LS-MT 007,4,3,"können basierend u.a. auf mechanischen, chemischen und ökonomischen Anforderungen entscheiden, welche Materialien für bestimmte Anwendungen (meist innerhalb der Medizinaltechnik) in Frage kommen."
B-LS-MT 003,1,3,"können die Grundlegenden Funktionen des CAD anwenden und einfache Teile konstruieren, sowie deren technischen Zeichnungen korrekt und vollständig erstellen."
B-LS-MT 003,2,2,"verstehen die wesentlichen Normsysteme (Allgemeintoleranzen, Form- und Lagetoleranzen, Passungssysteme, Oberflächenbeschaf- feheit) und ihre Relevanz im technischen Kontext, sowie deren An- wendung in Zeichnungen."
B-LS-MT 003,3,1,"haben einen ersten Eindruck in grundlegende Fertigungsverfahren, insbesondere fused deposition modeling (FDM) 3D-Druck."
B-LS-MI 001,2,2,"verstehen und können mit eigenen Worten erklären, wie die Informatik in den Life Sciences die Forschung unterstützt"
B-LS-BZ 010,2,2,"verstehen die Funktion der verschiedenen zellulären Komponenten und Kompartimenten (wie z.B. Zellmembran, Zytoskelett, Nukleus, Mitochondrien, endoplasmisches Retikulum, Golgi-Apparat, Lysosomen, Peroxisomen, etc.) und wie sie zur Spezialisierung der Zelle beitragen"
B-LS-BZ 010,5,3,"können angemessene, Zelltyp-spezifische, analytische Methoden identifizieren (wie z.B. Gen- und Proteinbestimmungen, zelluläre Atmung, Metabolismus, etc),  die experimentell durchgeführt werden könnten."
B-LS-BZ 019,1,1,"kennen die Grundlagen der Pflanzenwissenschaften / Physiologie von Pflanzen (z.B. Pflanzenstruktur, Wachstumsprozesse, Differenzierung von Organen, Reaktion auf Umweltreize, Stofftransport)"
B-LS-BZ 019,2,2,"verstehen die Grundlagen der Photosynthese (z.B. Lichtreaktionen, Calvin Zyklus, Aufbau/Funktion von Chlorophyll, C3/C4/CAM-Pflanzen) und können die essentielle Rolle von Pflanzen im Kreislauf von Kohlenstoff erklären "
B-LS-BZ 019,3,2,"verstehen die Grundlagen des pflanzlichen Stickstoff- /  Phosphor / Spurenmineralien Kreislaufs (z.B. Stickstofffixierung, Düngung, essentielle/nicht-essentielle Elemente, Schwermetalaufnahme)"
B-LS-BZ 019,5,1,"kennen die Grundlagen sekundäre Pflanzenstoffe (z.B Stoffklassen, Bedeutung für Pflanze und Mensch)"
B-LS-BZ 043,1,2,"verstehen den Aufbau und die Funktion der wichtigsten Organe des menschlichen Verdauungssystems (Mundhöhle, Speiseröhre, Magen, Leber, Galle, Bauchspeicheldrüse und Darm) und den Aufbau und die Funktion des menschlichen Harnsystems (Nieren, Nephron und ableitende Harnwege)"
B-LS-BZ 043,2,2,"verstehen den Aufbau und die Funktion des menschlichen Atmungssystems (Nase, Rachen, Luftröhre, Bronchien, Alveolen, Ventilation der Lunge, Gasaustausch und respiratorische Proteine) und den Aufbau des menschlichen Herz-Kreislaufsystems (Herz, Herzfunktion, Herz-Erregungsleitungssystem, Blutgefässe (Arterien und Venen), Blutdruck und Blutverteilung)"
B-LS-BZ 043,3,2,"verstehen den Aufbau und die Funktion des menschlichen Blutsystems (Blutplasma, Blutzellen, Lymphgefässe, Lymphknoten) und den Aufbau und die Funktionsweise von Nervenzellen (Ruhepotential, Erregungsbildung, Erregungsübertragung an Synapsen, zentrales und peripheres Nervensystem)"
B-LS-BZ 043,4,2,"verstehen den Aufbau des menschlichen Bewegungsapparates (Knochen, Gelenke, Skelett, Muskulatur und Muskelkontraktion)"
B-LS-BZ 043,5,2,"verstehen die Funktion der menschlichen Sinnesorgane (Optischer Apparat, Netzhaut, Sinneszellen, Aussen- und Mittelohr, Innenohr und Schallübertragung)"
B-LS-BZ 003,1,2,"verstehen die wichtigsten Gruppen humanpathogener Viren, Bakterien, Pilze und Parasiten, deren Lebenszyklus und die von ihnen verursachten Krankheiten sowie deren Verlauf "
B-LS-BZ 003,2,2,verstehen die Organisation und die Funktionsweise des menschlichen Immunsystems die angeborene und erworbene Immunität
B-LS-BZ 003,3,2,verstehen den grundsätzlichen Aufbau des menschlichen Nervensystems und die Reizleitung zwischen einzelnen Nervenzellen 
B-LS-BZ 003,4,2,verstehen wie Körperfunktionen durch die Hormone gesteuert werden wie z.B. die Insulinregulation
B-LS-BZ 003,5,2,verstehen das Zusammenwirken von Hormon- und Nervensystem bzw. Nerven- und Immunsystem
B-LS-BZ 014,1,2,kennen die strukturellen Eigenschaften der DNA/RNA und können die entsprechenden Strukturformeln aufzeichnen.
B-LS-BZ 014,2,3,"kennen die wichtigsten DNA modifizierenden Enzyme und wie und wann diese anzuwenden sind. Können einfache qualitative, quantitative Analysen der DNA, sowie DNA Sequenzanalysen interpretieren"
B-LS-BZ 014,3,2,"verstehen die molekularen Grundlagen der DNA-Replikation, Transkription und Translation"
B-LS-BZ 013,1,1,"kennen Grundlagen des mikrobiologischen Arbeitens, wie Sterilisation von Medien, Animpfen von Kulturen, Herstellung und Verwendung von Petrischalen."
B-LS-BZ 013,2,2,wissen um die Prinzipien selektiver und chromogener Medien zur gezielten Anreicherung und zur Identifikation bestimmter Mikroorganismen.
B-LS-BZ 013,3,2,verstehen die Prinzipien verschiedener biochemischer Tests (z.B. Katalase-Test) und Färbeverfahren (z.B. Gram-Färbung)
B-LS-BZ 013,4,3,"wenden die erlernten Grundlagen an, um mit geeigneten Angaben weitere  Organismen in anderen Situationen zu kultivieren und handzuhaben."
B-LS-BZ 015,1,3,können einfache Klonierungsschritte inkl. Polymerase-Kettenreaktion (PCR) selbständig durchführen.
B-LS-BZ 015,2,3,können Plasmidkonstruktionen selbständig analysieren.
B-LS-BZ 017,1,2,kennen die strukturellen Eigenschaften der DNA/RNA und können die entsprechenden Strukturformeln aufzeichnen.
B-LS-BZ 017,2,2,kennen die wichtigsten DNA modifizierenden Enzyme  und wie und wann diese anzuwenden sind. 
B-LS-BZ 017,3,2,"verstehen die molekularen Grundlagen der DNA-Replikation , Transkription und Translation "
B-LS-BZ 017,4,1,"kennen die Grundlagen der Mikrobiologie (z.B. Mikroorganismen Gruppen und deren Eigenschaften, Struktur und Bestandteilen von mikrobiellen Zellen) und die wichtigsten Wege des katabolischen und anabolischen Stoffwechsels von Mikroorganismen "
B-LS-BZ 017,5,2,"verstehen die Physiologie von Mikroorganismen (Biosynthese von Zellbestandteilen, aerobe bzw. anaerobe Atmung) und die mikrobielle Wachstumskinetik (z.B. Zellteilung, Einfluss von grundlegenden Wachstumsparametern)"
B-LS-CB 024,1,2,"verstehen die grundlegenden Arten der Wärme- und Stoffübertragung (Wärmeleitung, Konvektion, Strahlung) und können diese auf einfachere Systeme in Natur und Technik anwenden."
B-LS-CB 024,2,3,"können Wärme- und Stoffbilanzen erstellen und die relevanten Stoffeigenschaften beschaffen, bzw. sind in der Lage für technisch relevante Anwendungen die benötigten Wärme- und Stoffübergangskoeffizienten zu berechnen."
B-LS-BZ 010,1,1,"kennen die allgemeine Struktur von Zellen und die Hauptunterschiede zwischen pflanzlichen, bakteriellen und tierischen Zellen"
B-LS-BZ 011,4,3,"können unter Anleitung die Effekte von externen Einflüssen (wie z.B. Substanzen, Zelldichte, Mediumszusätze, etc.) auf die Zellen in der Kultur beurteilen"
B-LS-BZ 010,3,2,"können erklären, wie Zellen miteinander kommunizieren (z.B. Signaltransduktion, etc.)"
B-LS-CB 024,3,3,"können die benötigte Fläche von Wärmaustauschern für verschiedene Stromführungen auch unter Berücksichtigung von Phasenübergängen (Sieden, Kondensation) berechnen."
B-LS-CB 024,4,2,können das Konzept der Übergangseinheit für den Stoffübertragung erklären und anwenden.
B-LS-CB 024,5,3,können das Scale-up für den Fall des Rührbehälters erklären und rechnerisch lösen.
B-LS-CB 012,1,2,"kennen die Grundbegriffe der Elektrotechnik wie Strom, Spannung, Widerstand, Leistung, Energie, Quelle und können einfache Berechnungen für Gleich- und Wechselspannung durchführen. "
B-LS-KT 016,3,3,"can plan and deliver clear, effective, audience-focused presentations "
B-LS-CB 012,2,2,"können Netzwerke mittels Netzumwandlung berechnen sowie einfache Spannungs- und Stromteiler, weiterhin können sie Arbeitspunkte aus Quellen- und Lastkennlinien bestimmen."
B-LS-CB 012,3,2,können periodische Vorgänge bzw. harmonische Wechselgrössen mit Hilfe von Diagrammen im Zeitbereich und mathematischen Zeitabhängigkeiten ausdrücken. 
B-LS-CB 012,4,2,"haben ein Verständnis wichtiger analoger und digitaler Elektronik-Bauelemente wie Widerstände, Kondensatoren, Spulen, Dioden, Transistoren und Operationsverstärker."
B-LS-CB 012,5,2,"können Standardmessgeräte wie Universalmessgeräte, Oszilloskop oder Funktionsgenerator bedienen."
B-LS-CH 001,1,2,"können die Bildung von Ionen durch die Aufnahme oder Abgabe von Elektronen aus Atomen und Molekülen formulieren; beherrschen Umrechnungen zwischen Massen und Stoffmengen, das korrekte Formulieren von Reaktionsgleichungen, Reduktions- und Oxidationshalbreaktionen und die Bestimmung von Oxidationszahlen"
B-LS-CH 001,2,2,können die Bindungspolarität via Elektronegativitäten von kovalenten Bindungen bis Ionen-bindungen abschätzen; können vollständige Lewis-Strichformeln und Resonanzstrukturformeln zeichnen
B-LS-CH 001,3,2,"können den Zustand von Gasen mithilfe der idealen Gasgleichung quantitativ ausdrücken, intermolekulare Kräfte in Flüssigkeiten qualitativ charakterisieren und unterscheiden und die unterschiedlichen Aggregatzustände der Materie beschreiben"
B-LS-CH 001,4,3,"können die Gleichgewichtsbedingungen von chemischen Gleichgewichten formulieren, die Gleichgewichtskontanten berechnen und die Auswirkungen des Prinzips von Le Chatelier erklären"
B-LS-CH 001,5,3,"sind in der Lage, pH-Werte und Titrationskurven von starken und schwachen Säuren und Basen sowie pH-Werte von Puffersystemen anhand der Säuren- und Basenkonstanten zu berechnen"
B-LS-CH 006,1,2,verstehen die grundlegenden Arbeitsschritte einer chemischen Analyse und können geeignete Analyseverfahren auswählen
B-LS-CH 006,2,2,kennen die wichtigsten chromatographischen Kenngrössen und können deren Bedeutung für einfache Optimierungen von Trennungen erklären
B-LS-CH 006,3,3,können geeignete analytische Trennverfahren zur Untersuchung von Stoffgemischen anhand der physiko-chemischen Eigenschaften der Stoffe auswählen.
B-LS-CH 006,4,2,verstehen die verschiedenen Massenangaben und die Bedeutung der Auflösung in der Massenspektrometrie und können die wichtigsten Informationen aus Massenspektren extrahieren
B-LS-CH 006,5,3,"können geeignete Kombinationen aus Ionisationsmethoden (z.B. Elektronenstossionisation, Matrix Assisted Laser Desoption etc.) und Massenanalysatoren (z.B. Sektorfeldgerärte, Quadrupole,Flugzeitmassenspektrometer, etc.) zur Untersuchung von organischen Substanzen anhand der Stoffeigenschaften auswählen."
B-LS-CH 007,1,2,verstehen die unterschiedlichen Wechselwirkungen von elektromagnetischer Strahlung mit Materie und können die verschiedenen Arten der Spektroskopie für die Strukturaufklärung erklären
B-LS-CH 007,2,3,"können  entscheiden, für welche Aufgabenstellungen sich welche spektroskopische Technik eignet und auswählen."
B-LS-CH 007,3,3,können einfache Strukturaufklärungen anhand verschiedener Spektren durchführen
B-LS-CH 007,4,2,wissen um die Zusammenhänge zwischen chemischer Struktur und chemischer Verschiebung für 1H NMR Spektren
B-LS-CH 013,1,3,"Sind fähig die chemischen und biologischen Risiken und Gefahren von Arbeiten im Labor einzuschätzen, Präventionsvorkehrungen zu treffen und bei Bedarf korrekte Massnahmen zu ergreifen. "
B-LS-CH 013,2,3,"Können bei Havarien und Unfällen im Labor entscheidend beitragen, weitere Schäden an Personen und der Umwelt zu verhindern."
B-LS-CH 013,3,3,"Sind im Stande, anfallende logistische und organisatorische Aufgaben im Labor (wie z.B. Versuchsvorbereitung, Lagerung von Gefahrstoffen, Führen von Sicherheitsdatenblättern, Reinigung von Apparaturen, Abfallentsorgung, etc.) zu planen und zu übernehmen."
B-LS-CH 015,1,2,können ein Stoffgemisch in die einzelnen Komponenten auftrennen
B-LS-CH 015,2,3,können die chemischen Strukturen mit Hilfe von physikalischen Daten und Spektren herausfinden
B-LS-CH 015,3,1,kennen die Funktionsweise von chemischen Datenbanken wie reaxys und Sci Finder
B-LS-CH 015,4,2,können eine einfache chemische Verbindung anhand einer Vorschrift synthetisieren
B-LS-CH 015,5,3,können Laborarbeiten in Berichten schlüssig dokumentieren.
B-LS-CH 002,1,3,"können die wesentlichen chemischen und physikalischen Eigenschaften von Atomen und Molekülen mithilfe von Elektronenstruktur-, Quantenzahlen-, Valenzschalen- und Orbitalmodellen erklären und Konsequenzen daraus auf Reaktivitäten und sterische Effekte übertragen. "
B-LS-CH 002,2,2,können die Nah- und Fernordnungen von allgemeinen und spezifischen Flüssigkeiten und Festkörpern beschreiben und Auswirkungen davon auf physikalische und chemische Eigenschaften erklären.
B-LS-CH 002,3,3,"können nach erfolgreichem Modulabschluss  physikalische und chemische Effekte der gegenseitigen Beeinflussung von Stoffen in Mischungen quantitativ beschreiben und deren Auswirkungen auf chemische, und Säure-Base-, und Fällungs-Gleichgewichte berechnen."
B-LS-CH 002,4,2,"wissen nach erfolgreichem Modulabschluss um die wichtigsten physikalischen und chemischen Eigenschaften, Hauptgewinnungsmethoden und wesentliche Verwendungszwecke der behandelten Auswahl wichtiger anorganischer Stoffe.  "
B-LS-CH 012,1,2,"können Reaktionsordnungen und -geschwindigkeiten (z.B. differenzielles und integriertes Geschwindigkeitsgesetz, Arrhenius Gleichung) und die Unterschiede zwischen Kinetik und Thermodynamik erklären (oder alternativ:  ...und chemische Reaktionen kinetisch und thermodynamisch erklären und an Beispielen erklären"
B-LS-CH 012,2,3,können zwischen Elementarreaktionen und komplexen zusammengesetzten Reaktionen/Reaktionsmechanismen unterscheiden und Reaktionsmechanismen definieren (aufzeichnen?) 
B-LS-CH 012,3,2,"können die Katalyse und die Funktionsweise von homogenen, heterogenen und biologischen Katalysatoren erklären"
B-LS-UT 019,4,3,"können umweltchemische Prozesse (Volatilisation,  Photolyse, Redoxreaktionen) beschreiben"
B-LS-CH 012,4,2,"bekommen einen Einblick in die Reaktionstechnik. Kommentar LG: dies ist sehr generisch und kaum messbar. Alternativvorschlag: können die Voraussetzungen für Reaktionstechnik (kinetische Modelle für homogene Reaktionen, Ermittlung und Analyse exp. Geschwindigkeitsdaten, Reaktortyp, Reaktordesign,  Temperatur und Druckeffekte, Auslegung und Verweilzeiten, etc) erklären."
B-LS-CH 012,5,3,verstehen die Analyse und Auslegung homogener Reaktoren. Alternativvorschlag:  können die Methodologie für die Analyse und Auslegung homogener Reaktoren darlegen
B-LS-CH 005,1,2,verstehen die grundlegenden Arbeitsschritte einer chemischen Analyse und können geeignete Analyseverfahren auswählen
B-LS-CH 005,2,2,kennen die wichtigsten chromatographischen Kenngrössen und können deren Bedeutung für einfache Optimierungen von Trennungen erklären
B-LS-CH 005,3,2,verstehen die verschiedenen Massenangaben und die Bedeutung der Auflösung in der Massenspektrometrie und können die wichtigsten Informationen aus Massenspektren extrahieren
B-LS-CH 005,4,2,verstehen die unterschiedlichen Wechselwirkungen von elektromagnetischer Strahlung mit Materie und kennen die Bedeutung spektroskopischer Techniken in der Bioanalytik
B-LS-CH 004,1,1,"kennen die Grundbegriffe in der Physikalischen Chemie (wie z.B. System und Umgebung, intensive und extensive Zustandsgrössen, Aggregatzustände, physikalische Grössen)"
B-LS-CH 004,2,2,"verstehen die Begriffe der Thermodynamik (wie z.B. Arbeit, Wärme, Energie, Enthalpie, freie Enthalpie und Entropie) und können diese an einfachen Beispielen erklären"
B-LS-CH 004,3,1,"kennen die verschiedenen Aggregatzustände und die physikalischen Faktoren (wie z.B. Temperatur, Druck), die diese beeinflussen"
B-LS-CH 004,4,2,verstehen den Begriff Kinetik und können diesen an einfachen Beispielen erklären
B-LS-CH 004,5,3,"können die theoretischen Konzepte (wie z.B. Gasgesetze, Thermodynamische Hauptsätze, Reaktionsgeschwindigkeit, Reaktionsordnung, Katalyse, Enzymkinetik)  in Form von Übungen anwenden"
B-LS-CH 008,1,1,"kennen die Reaktionen Substitution, Elimination sowie elektrophile und nukleophile aromatische Substitution"
B-LS-CH 008,2,1,wissen wie Carbeniumionen hergestellt werden und kennen verschieden Umlagerungsreaktionen
B-LS-CH 008,3,2,verstehen die mechanistischen Abläufe und die Einflüsse der Substituenten auf die Reaktionsgeschwindigkeit und die Produktbildung
B-LS-CH 008,4,2,"wissen wie die Substituenten der Edukte die Reaktionen, die Reaktionsgeschwindigkeiten und die Strukturen der Produkte beeinflussen"
B-LS-CH 008,5,3,"können die erlernten Methoden (wie nukleophile oder elektrophile (aromatische) Substitution, Eliminierung, Umlagerung, etc.) auf die Herstellung neuer unbekannter Produkte übertragen"
B-LS-CH 010,1,2,"verstehen die Grundbegriffe der Physikalischen Chemie  (wie z.B. System und Umgebung, intensive und extensive Zustandsgrössen, Aggregatzustände, physikalische Grössen)  und können diese adäquat anwenden"
B-LS-CH 010,2,2,"verstehen die wichtigsten Aspekte aus dem Gebiet der Gase (ideale, reale Gase und Gasmischungen)"
B-LS-CH 010,3,3,"können die erlernten Konzepte aus dem Gebiet der Gase (wie z.B. Gasgesetze, kinetische Gastheorie, molekulare Bewegungen, Phasendiagramme)  auf praktische Problemstellungen in Form von Übungsaufgaben anwenden/ implementieren"
B-LS-CH 010,4,2,"verstehen die Begriffe der Thermodynamik (wie z.B. Arbeit, Wärme, Energie, Enthalpie, Zustandsänderungen)  und der Thermochemie (wie z.B. Enthalpie von Phasenübergängen, Enthalpieänderungen bei chemischen Reaktionen, Kreisprozesse)  und können diese an Beispielen erklären"
B-LS-CH 010,5,3,"können die erlernten Konzepte der Thermodynamik (1. Hauptsatz) und der Thermochemie (Standardübergangsenthalpien, Reaktionsenthalpie, Kreisprozesse) auf praktische Problemstellungen in Form von Übungsaufgaben anwenden."
B-LS-CH 003,1,1,"kennen die funktionellen Gruppen von organischen Molekülen, deren prinzipielle Bildung und einfache Reaktionen"
B-LS-CH 003,2,2,"kennen die Bindungverhältnisse (Bindungslänge, Bindungsstärke, Hybridisierung, Mesomerie) von organischen Molekülen und die resultierende dreidimensionale Struktur"
B-LS-CH 003,3,3,"können die grundlegenden Prinzipien der Stereochemie (Konfiguration, Konformation, Nomenklatur, Stereoselektivität) auf einfache Moleküle und Reaktionen anwenden"
B-LS-CH 003,4,3,können die Säure- resp. Basenstärken aufgrund der Molekülstrukturen abschätzen
B-LS-CH 003,5,2,"können Reaktionen klassifizieren und elektronische und sterische Einflüsse (Mesomerie, Induktion, Hyperkonjugation) erklären"
B-LS-CH 014,2,3,verstehen die Bedeutung chromatographischer Kenngrössen und haben diese für einfache Trennproblemen optimiert.
B-LS-CH 014,3,3,können analytische Messergebnisse auswerten und in Berichten schlüssig dokumentieren.
B-LS-KT 007,1,3,"können sich im naturwissenschaftlichen Umfeld physikalisch korrekt ausdrücken (z.B. die Formulierung von Hypothesen mithilfe der Mathematik, Verwendung von Grundsätzen und Formeln, etc.)."
B-LS-PT 008,3,2,"verstehen einführende Konzepten der Biopharmazie (wie z.B. Absorption, Verteilung, Metabolismus und Elimination) und Pharmatechnologie (wie z.B. die verschiedenen Arzneiformen und Herstellprozesse)"
B-LS-KT 028,1,2,"verstehen, wie Daten klassifiziert und visualisiert werden können und verstehen statistische Kennzahlen, wie Mittelwert, Varianz, Median und Boxplot, sowie ausgewählte Häufigkeitsverteilungen"
B-LS-KT 028,2,3,können die elementaren Rechenregeln der Wahrscheinlichkeitsrechnung sowie die Umsetzung durch Baumdiagramme anwenden
B-LS-KT 028,3,3,"können unterschiedlichen Methoden, wie der Kovarianz, der Korrelation und der linearen Regression, zum Vergleich zweier Stichproben anwenden"
B-LS-KT 028,4,3,können Excel als Werkzeug zur Aufbereitung und Visualisierung von Daten anwenden 
B-LS-KT 028,5,3,können die theoretischen Konzepte der beschreibenden Statistik in Excel an Praxisbeispielen anwenden
B-LS-KT 004,1,2,verstehen das Konzept einer mehrdimensionalen Funktion
B-LS-KT 004,2,3,"können die erlernten Regeln und Konzepte der Differentialrechnung mit mehreren Veränderlichen auf praktische Problemstellungen, wie Linearisierung, Bestimmung von Extremwerten oder der Fehlerfortpflanzung, anwenden"
B-LS-KT 004,3,1,"kennen spezielle Verteilungen sowie die Berechnung statististischer Kenngrössen wie Erwartungswert, Varianz und Standardabweichung"
B-LS-KT 004,4,3,"können Methoden der schliessenden Statistik, wie die Berechnung von Vertrauensintervallen, Hypothesentests (t-Test, Chi2-Test, ANOVA) auf praktische Problemstellungen anwenden"
B-LS-KT 004,5,3,können die theoretischen Konzepte Excel anwenden/implementieren
B-LS-KT 022,1,2,"verstehen die grundlegenden Begriffe der Linearen Algebra (wie Vektor, Basis, Vektorraum und lineare Abbildung)"
B-LS-KT 022,2,3,"können die Methoden der Linearen Algebra (das Lösen linearer Gleichungssysteme, das Rechnen mit Vektoren, mit Matrizen und mit Determinanten in Rn) in konkreten Fragestellungen umsetzen"
B-LS-KT 022,3,2,"verstehen, dass die Beschreibung vektorieller Grössen und linearer Abbildungen sich stets auf eine Basis bezieht und ein Darstellungswechsel eine Basis-Trans­formation erfordert "
B-LS-KT 022,4,3,"können die Vektorrechnung R3 auf Probleme der analytischen Geometrie (betr. Abstand, Winkel, Orthogonalität, Projektion, Raumspiegelung und Raumdrehung) anwenden "
B-LS-KT 023,1,2,"verstehen, wie Daten klassifiziert und visualisiert werden können, z.B. mit der Häufigkeitsfunktion, Histogramm, Boxplot etc., und die Bedeutung unterschiedlicher statistischer Kenngrössen wie Mittelwert, Median, Varianz etc."
B-LS-KT 023,2,3,können die Prinzipien der Wahrscheinlichkeitsrechnung auf praktische Problemstellungen anwenden
B-LS-KT 023,3,2,verstehen das Konzept einer Zufallsvariablen und der dazugehörigen Verteilungsfunktion anhand der wichtigsten diskreten (Binomialverteilung) und kontinuierlichen (Normalverteilung) Modelle
B-LS-KT 023,4,3,"können Methoden der schliessenden Statistik, wie die Berechnung von Vertrauensintervallen, Hypothesentests (t-Test, Chi2-Test) auf praktische Problemstellungen anwenden"
B-LS-KT 023,5,3,"können unterschiedlichen Methoden der bivariaten Statistik, wie lineare Regression, Korrelationsrechnung etc. anwenden"
B-LS-KT 029,1,3,"können wissenschaftliche Berichte (Gliederung, Aufbau, Schreibstil, Diskussion, korrektes Zitieren) verfassen"
B-LS-KT 029,2,3,können wissenschaftliche Hypothesen formulieren
